Count,Tradelist Count,Name,Edition,My Price,Price
12,8,Ludevic's Test Subject,Innistrad,0.34,$0.31
1,1,Lull,Urza's Saga,0.19,$0.17
88,8,Lumbering Falls,Battle for Zendikar,1.39,$1.75
1,1,Lumbering Satyr,Mercadian Masques,0.2,$0.18
22,8,Luminate Primordial,Gatecrash,0.33,$0.30
43,8,Lunar Mystic,Avacyn Restored,0.34,$0.34
4,4,Lunge,Mercadian Masques,0.16,$0.14
8,8,Lure,Revised Edition,0.18,$0.16
1,1,Lure,Mercadian Masques,0.2,$0.18
1,1,Lurker,The Dark,0.37,$0.38
1,1,Lurking Evil,Urza's Saga,0.36,$0.32
1,1,Lux Cannon,Scars of Mirrodin,2.94,$3.07
2,2,Maelstrom Pulse,Modern Masters,14.7,$14.22
1,1,Maelstrom Wanderer,Eternal Masters,11,$11.49
1,1,Mage il-Vec,Exodus,0.17,$0.15
30,8,Mage-Ring Responder,Magic Origins,0.35,$0.29
2,2,Mageta's Boon,Prophecy,0.17,$0.14
9,8,Maggot Carrier,Planeshift,0.16,$0.14
4,4,Maggot Therapy,Mercadian Masques,0.16,$0.14
3,3,Magical Hack,Revised Edition,0.31,$0.29
1,1,Magical Hack,Fourth Edition,0.24,$0.29
1,1,Magistrate's Veto,Mercadian Masques,0.21,$0.19
8,8,Magma Burst,Planeshift,0.17,$0.14
1,1,Magma Mine,Visions,0.2,$0.17
30,8,Magmaquake,Magic 2013,0.3,$0.30
11,8,Magnetic Mine,Mirrodin Besieged,0.35,$0.31
1,1,Magnetic Mountain,Revised Edition,0.31,$0.29
2,2,Mahamoti Djinn,Fourth Edition,0.29,$0.28
10,8,Mahamoti Djinn,Magic 2015 Core Set,0.31,$0.30
9,8,Mahamoti Djinn,Magic Origins,0,$0.49
7,7,Malicious Advice,Planeshift,0.17,$0.14
1,1,Malignus,Avacyn Restored,2.23,$2.28
2,2,Man-o'-War,Visions,0.25,$0.26
57,8,Mana Bloom,Return to Ravnica,0.29,$0.30
2,2,Mana Breach,Exodus,0.22,$0.22
3,3,Mana Cache,Nemesis,0.39,$0.36
1,1,Mana Chains,Weatherlight,0.17,$0.14
1,1,Mana Clash,The Dark,0.47,$0.48
1,1,Mana Clash,The Dark,0.47,$0.48
3,3,Mana Confluence,Journey into Nyx,4.42,$4.84
1,1,Mana Crypt,Eternal Masters,85.86,$93.02
2,2,Mana Cylix,Planeshift,0.21,$0.22
1,1,Mana Drain,Legends,205.86,$217.00
1,1,Mana Drain,Legends,205.86,$217.00
4,4,Mana Flare,Revised Edition,1.88,$2.11
1,1,Mana Maze,Invasion,0.48,$0.46
1,1,Mana Short,Revised Edition,0.71,$0.69
1,1,Mana Short,Revised Edition,0.71,$0.69
2,2,Mana Vapors,Prophecy,0.25,$0.23
4,4,Mana Vault,Revised Edition,10.99,$10.41
1,1,Mana Vault,Revised Edition,10.99,$10.41
1,1,Mana Vortex,The Dark,3.96,$4.40
2,2,Mana Vortex,The Dark,3.96,$4.40
2,2,Manabarbs,Revised Edition,0.33,$0.32
12,8,Manabarbs,Magic 2012,0.31,$0.30
1,1,Manabond,Exodus,4.38,$4.40
4,4,Manacles of Decay,Apocalypse,0.15,$0.14
33,8,Managorger Hydra,Magic Origins,1.44,$1.73
1,1,Mangara's Equity,Mirage,0.19,$0.18
1,1,Maniacal Rage,Exodus,0.17,$0.15
4,4,Maniacal Rage,Invasion,0.17,$0.14
4,4,Manipulate Fate,Invasion,0.35,$0.43
34,8,Manor Gargoyle,Innistrad,0.28,$0.26
55,8,Mantis Rider,Khans of Tarkir,0.48,$0.47
1,1,Marble Diamond,Mirage,0.23,$0.22
1,1,Marble Priest,Legends,0.36,$0.36
44,8,March from the Tomb,Battle for Zendikar,0.37,$0.37
1,1,March of Souls,Planeshift,0.62,$0.61
35,8,Mardu Ascendancy,Khans of Tarkir,0.36,$0.34
33,8,Mardu Strike Leader,Fate Reforged,0.58,$0.63
14,8,Markov Blademaster,Dark Ascension,0.68,$0.69
14,8,Markov Dreadknight,Shadows over Innistrad,0.26,$0.28
3,3,Marsh Boa,Prophecy,0.19,$0.15
2,2,Marsh Crocodile,Planeshift,0.2,$0.22
1,1,Marsh Flats,Zendikar,44.18,$43.99
5,5,Marsh Gas,The Dark,0.16,$0.14
7,7,Marsh Goblins,The Dark,0.16,$0.14
5,5,Marsh Viper,The Dark,0.16,$0.14
62,8,Martial Law,Return to Ravnica,0.33,$0.28
1,1,Martyr's Cry,The Dark,0.71,$0.71
7,7,Martyrs' Tomb,Apocalypse,0.19,$0.17
1,1,Mask of the Mimic,Stronghold,0.3,$0.29
12,8,Mass Calcify,Magic 2015 Core Set,0.29,$0.27
4,4,Massacre,Nemesis,0.59,$0.55
1,1,Master of Arms,Weatherlight,0.19,$0.20
1,1,Master of Etherium,Duel Decks: Elspeth vs. Tezzeret,11.75,$11.17
33,8,Master of Pearls,Khans of Tarkir,0.32,$0.27
13,8,Master of Predicaments,Magic 2015 Core Set,0.26,$0.23
19,8,Master of the Feast,Journey into Nyx,0.91,$1.09
10,8,Master of the Pearl Trident,Magic 2013,7.1,$7.66
1,1,Master of the Wild Hunt,Magic 2010,13.46,$14.55
1,1,Master of the Wild Hunt,Magic 2010,13.46,$14.55
9,8,Master of Waves,Theros,4.06,$4.33
34,8,Mastery of the Unseen,Fate Reforged,0.41,$0.40
36,8,Matter Reshaper,Oath of the Gatewatch,4.05,$3.50
3,3,Maze of Ith,Eternal Masters,13.58,$14.85
1,1,Maze of Ith,The Dark,21.92,$23.97
1,1,Maze of Ith,The Dark,21.92,$23.97
2,2,Maze of Ith,The Dark,21.92,$23.97
13,8,Maze's End,Dragon's Maze,0.92,$0.98
42,8,Meandering Towershell,Khans of Tarkir,0.29,$0.26
26,8,Medomai the Ageless,Theros,0.84,$0.83
1,1,Meekstone,Revised Edition,1.49,$1.49
13,8,Megantic Sliver,Magic 2014 Core Set,0.68,$0.70
1,1,Melee,Ice Age,0.19,$0.17
15,8,"Melek, Izzet Paragon",Dragon's Maze,0.32,$0.31
62,8,Meletis Charlatan,Theros,0.26,$0.24
2,2,"Melira, Sylvok Outcast",New Phyrexia,8.69,$9.17
1,1,Memoricide,Scars of Mirrodin,0.38,$0.35
1,1,Memory Lapse,Mirage,0.18,$0.19
13,8,Mentor of the Meek,Innistrad,1.04,$1.03
1,1,Mercadia's Downfall,Mercadian Masques,0.19,$0.17
1,1,Mercadian Bazaar,Mercadian Masques,0.32,$0.30
1,1,Mercenary Informer,Prophecy,0.34,$0.35
45,8,Merciless Eviction,Gatecrash,0.98,$0.99
36,8,Mercurial Chemister,Return to Ravnica,0.27,$0.27
2,2,Mercurial Pretender,Magic 2015 Core Set,0.26,$0.24
3,3,Merfolk Assassin,The Dark,0.51,$0.52
4,4,Merfolk Looter,Exodus,0.17,$0.16
4,4,Merfolk of the Pearl Trident,Revised Edition,0.16,$0.15
1,1,Merfolk Raiders,Mirage,0.17,$0.14
6,6,Merseine,Fallen Empires,0.17,$0.17
7,7,Merseine,Fallen Empires,0.17,$0.17
6,6,Merseine,Fallen Empires,0.17,$0.14
6,6,Merseine,Fallen Empires,0.17,$0.17
5,5,Mesa Enchantress,Magic 2012,0.33,$0.31
1,1,Mesa Falcon,Classic Sixth Edition,0.14,$0.14
9,8,Mesa Pegasus,Revised Edition,0.16,$0.14
1,1,Mesmeric Orb,Mirrodin,11.92,$11.72
2,2,Metalworker,Urza's Destiny,38.95,$37.46
1,1,Metathran Transport,Invasion,0.2,$0.18
4,4,Metathran Zombie,Invasion,0.18,$0.15
1,1,Meteor Crater,Planeshift,1.46,$1.43
2,2,Meteor Shower,Ice Age,0.17,$0.14
1,1,Midnight Ritual,Mercadian Masques,0.33,$0.30
2,2,Might Weaver,Invasion,0.2,$0.18
1,1,Mightstone,Antiquities,0.45,$0.59
2,2,Mijae Djinn,Revised Edition,0.4,$0.36
2,2,"Mikaeus, the Lunarch",Innistrad,3.61,$3.66
1,1,Millstone,Revised Edition,0.46,$0.42
2,2,Mimic Vat,Scars of Mirrodin,2.95,$3.41
29,8,"Mina and Denn, Wildborn",Oath of the Gatewatch,0.49,$0.56
2,2,"Minamo, School at Water's Edge",Champions of Kamigawa,24.35,$23.46
1,1,Mind Bomb,The Dark,0.62,$0.63
4,4,Mind Extraction,Apocalypse,0.17,$0.14
1,1,Mind Games,Stronghold,0.17,$0.16
7,7,Mind Grind,Gatecrash,1.99,$2.05
2,2,Mind Maggots,Exodus,0.2,$0.18
1,1,Mind Over Matter,Exodus,13.43,$13.29
1,1,Mind Peel,Stronghold,0.22,$0.23
2,2,Mind Ravel,Ice Age,0.16,$0.14
6,6,Mind Slash,Nemesis,0.48,$0.42
6,6,Mind Swords,Nemesis,0.16,$0.14
2,2,Mind Twist,Revised Edition,2.7,$2.69
6,6,Mind Unbound,Magic 2012,0.31,$0.29
2,2,Mindless Automaton,Exodus,0.36,$0.34
13,8,Mindreaver,Born of the Gods,0.27,$0.26
26,8,Mindshrieker,Innistrad,0.38,$0.37
1,1,Mindslaver,Scars of Mirrodin,4.93,$4.99
12,8,Mindsparker,Magic 2014 Core Set,0.34,$0.34
8,8,Mindstab Thrull,Fallen Empires,0,$0.17
5,5,Mindstab Thrull,Fallen Empires,0,$0.18
5,5,Mindstab Thrull,Fallen Empires,0,$0.17
60,8,Mindswipe,Khans of Tarkir,0.29,$0.29
13,8,Mindwrack Demon,Shadows over Innistrad,2.52,$2.78
1,1,Mine Bearer,Prophecy,0.17,$0.14
7,7,Minotaur Illusionist,Apocalypse,0.19,$0.17
4,4,Minotaur Tactician,Apocalypse,0.17,$0.14
7,7,Miracle Worker,The Dark,0.16,$0.14
6,6,Mire Kavu,Planeshift,0.17,$0.14
15,8,"Mirko Vosk, Mind Drinker",Dragon's Maze,0.97,$0.95
4,4,Mirran Crusader,Mirrodin Besieged,1.56,$1.61
12,8,Mirror Mockery,Dragons of Tarkir,0.47,$0.46
29,8,Mirror-Mad Phantasm,Innistrad,0.68,$0.70
5,5,Mirrorpool,Oath of the Gatewatch,2.1,$2.55
1,1,Mirrorwood Treefolk,Planeshift,0.2,$0.18
8,8,Mirrorworks,Mirrodin Besieged,1.66,$1.67
1,1,Miscalculation,Urza's Legacy,0.23,$0.23
1,1,Mischievous Poltergeist,Weatherlight,0.21,$0.21
1,1,Misdirection,Mercadian Masques,4.97,$5.62
1,1,Mishra's Factory,Antiquities,0,$20.28
1,1,Mishra's Factory,Antiquities,0,$20.28
1,1,Mishra's Factory,Antiquities,0,$50.00
1,1,Mishra's Factory,Antiquities,0,$12.00
1,1,Mishra's Factory,Antiquities,0,$69.00
2,2,Mishra's Factory,Fourth Edition,1.66,$1.77
1,1,Mishra's Helix,Urza's Saga,1.15,$1.32
1,1,Mishra's Workshop,Antiquities,999.95,$975.60
3,3,Misshapen Fiend,Mercadian Masques,0.17,$0.14
4,4,Misstep,Mercadian Masques,0.16,$0.14
45,8,Mistcutter Hydra,Theros,0.53,$0.50
17,8,Misthollow Griffin,Avacyn Restored,0.93,$0.93
1,1,Misty Rainforest,Zendikar,55.97,$57.14
14,8,Mitotic Manipulation,Mirrodin Besieged,0.28,$0.27
25,8,Mizzium Meddler,Magic Origins,0.3,$0.46
26,8,Mizzium Mortars,Return to Ravnica,0.4,$0.45
1,1,Mob Justice,Stronghold,0.18,$0.16
17,8,Mob Rule,Fate Reforged,0.3,$0.28
1,1,Mobile Fort,Urza's Saga,0.21,$0.20
6,6,Mogg Alarm,Nemesis,0.24,$0.24
3,3,Mogg Bombers,Stronghold,0.17,$0.15
1,1,Mogg Flunkies,Stronghold,0.17,$0.15
1,1,Mogg Hollows,Tempest,0.19,$0.17
3,3,Mogg Jailer,Planeshift,0.21,$0.18
1,1,Mogg Maniac,Stronghold,0.94,$0.91
4,4,Mogg Salvage,Nemesis,0.19,$0.20
1,1,Mogg Sentry,Planeshift,0.31,$0.31
5,5,Mogg Toady,Nemesis,0.16,$0.14
3,3,Moggcatcher,Nemesis,5,$5.17
17,8,"Mogis, God of Slaughter",Born of the Gods,4.99,$5.17
38,8,Moldgraf Monstrosity,Innistrad,0.37,$0.35
1,1,Mole Worms,Ice Age,0.2,$0.18
27,8,Molten Primordial,Gatecrash,0.26,$0.26
11,8,Molten Psyche,Scars of Mirrodin,0.38,$0.37
18,8,Molten Vortex,Magic Origins,0.42,$0.53
10,8,Moltensteel Dragon,New Phyrexia,0.49,$0.50
1,1,Molting Harpy,Mercadian Masques,0.2,$0.18
4,4,Moment of Silence,Mercadian Masques,0.17,$0.16
27,8,Monastery Siege,Fate Reforged,0.62,$0.63
10,8,Monastery Swiftspear,Khans of Tarkir,2.19,$2.21
30,8,Mondronen Shaman,Dark Ascension,0.45,$0.44
2,2,Monk Realist,Urza's Saga,0.17,$0.15
2,2,Monomania,Magic 2012,0.29,$0.28
4,4,Mons's Goblin Raiders,Revised Edition,0.16,$0.14
1,1,Moonlit Wake,Mercadian Masques,0.24,$0.22
2,2,Moonveil Dragon,Dark Ascension,2.14,$2.28
33,8,Moorland Haunt,Innistrad,0.29,$0.28
7,7,Morale,The Dark,0.16,$0.14
1,1,Morgue Thrull,Stronghold,0.17,$0.15
6,6,Morgue Toad,Planeshift,0.16,$0.14
2,2,Mortal Wound,Visions,0.17,$0.15
1,1,Mortuary,Stronghold,0.37,$0.36
1,1,Moss Diamond,Classic Sixth Edition,0.24,$0.26
2,2,Moss Monster,Legends,0.19,$0.19
11,8,Mossdog,Nemesis,0.17,$0.14
2,2,Mountain,Unhinged,0,$6.38
1,1,Mountain Goat,Ice Age,0.17,$0.15
1,1,Mountain Goat,Classic Sixth Edition,0.14,$0.15
2,2,Mountain Stronghold,Legends,0.5,$0.56
1,1,Mountain Yeti,Legends,0.37,$0.40
4,4,Mournful Zombie,Apocalypse,0.16,$0.14
4,4,Mourning,Invasion,0.18,$0.15
2,2,Mox Opal,Scars of Mirrodin,39.23,$39.15
1,1,Mtenda Lion,Mirage,0.16,$0.14
2,2,Mulch,Stronghold,0.2,$0.18
2,2,Multani's Acolyte,Urza's Legacy,0.19,$0.19
1,1,Multani's Harmony,Planeshift,0.21,$0.21
20,8,Munda's Vanguard,Oath of the Gatewatch,0.33,$0.31
64,8,"Munda, Ambush Leader",Battle for Zendikar,0.3,$0.29
1,1,Mundungu,Visions,0.27,$0.29
2,2,Murderous Betrayal,Nemesis,0.31,$0.31
5,5,Murk Dwellers,The Dark,0.16,$0.14
1,1,Muscle Sliver,Tempest,0.71,$0.76
2,2,Mutagenic Growth,New Phyrexia,0.81,$0.74
3,3,Mutavault,Morningtide,15.77,$16.30
1,1,Mutavault,Magic 2014 Core Set,12.75,$14.22
23,8,Mutilate,Magic 2013,0.58,$0.59
4,4,Muzzle,Mercadian Masques,0.16,$0.14
1,1,Mycosynth Golem,Fifth Dawn,12.35,$12.38
1,1,Mycosynth Golem,Fifth Dawn,12.35,$12.38
1,1,Mycosynth Lattice,Darksteel,21.6,$21.51
8,8,Myr Battlesphere,Scars of Mirrodin,0.56,$0.67
9,8,Myr Propagator,Scars of Mirrodin,0.33,$0.34
10,8,Myr Reservoir,Scars of Mirrodin,0.55,$0.56
8,8,Myr Superion,New Phyrexia,1.75,$1.77
11,8,Myr Turbine,Mirrodin Besieged,1.31,$1.33
11,8,Myr Welder,Mirrodin Besieged,0.3,$0.31
50,8,Mystic Genesis,Gatecrash,0.27,$0.24
1,1,Mystic Veil,Visions,0.18,$0.17
1,1,Mystical Tutor,Classic Sixth Edition,6.47,$6.98
45,8,Myth Realized,Dragons of Tarkir,0.62,$0.65
1,1,Nacre Talisman,Ice Age,0.19,$0.17
5,5,"Nahiri, the Harbinger",Shadows over Innistrad,23.5,$25.05
4,4,Nakaya Shade,Prophecy,0.21,$0.20
4,4,Nalathni Dragon,Media Inserts,0,$0.77
2,2,Nameless Race,The Dark,0.41,$0.41
1,1,Narset Transcendent,Dragons of Tarkir,8.59,$8.79
28,8,"Narset, Enlightened Master",Khans of Tarkir,0.88,$0.91
1,1,Natural Affinity,Mercadian Masques,0.42,$0.41
2,2,Natural Emergence,Planeshift,0.33,$0.32
3,3,Natural Order,Eternal Masters,24.77,$26.23
1,1,Nature's Kiss,Weatherlight,0.17,$0.14
2,2,Nausea,Exodus,0.17,$0.15
4,4,Necra Disciple,Apocalypse,0.17,$0.15
7,7,Necra Sanctuary,Apocalypse,0.19,$0.17
6,6,Necrite,Fallen Empires,0,$0.18
8,8,Necrite,Fallen Empires,0,$0.18
5,5,Necrite,Fallen Empires,0,$0.15
1,1,Necrologia,Exodus,0.2,$0.20
7,7,Necromancer's Stockpile,Magic 2015 Core Set,0.28,$0.27
23,8,Necromaster Dragon,Dragons of Tarkir,0.36,$0.33
2,2,Necropolis,The Dark,0.23,$0.22
49,8,Necropolis Fiend,Khans of Tarkir,0.31,$0.27
21,8,Necropolis Regent,Return to Ravnica,2.05,$2.14
3,3,Necropotence,Ice Age,8.93,$8.90
1,1,Necrosavant,Visions,0.31,$0.29
12,8,Necrotic Ooze,Scars of Mirrodin,1.4,$1.49
31,8,Needle Spires,Oath of the Gatewatch,1.54,$1.82
4,4,"Nefarox, Overlord of Grixis",Magic 2013,0.63,$0.67
1,1,"Nemata, Grove Guardian",Planeshift,1.46,$1.46
20,8,Nephalia Drownyard,Innistrad,0.45,$0.45
18,8,Nephalia Moondrakes,Shadows over Innistrad,0.31,$0.27
4,4,Nessian Wilds Ravager,Born of the Gods,0.27,$0.26
5,5,Nesting Wurm,Nemesis,0.2,$0.20
1,1,Nether Spirit,Mercadian Masques,2.47,$2.61
1,1,Nether Void,Legends,367.59,$294.88
5,5,Netter en-Dal,Nemesis,0.16,$0.14
1,1,Nettling Imp,Unlimited Edition,0.75,$0.81
7,7,Nettling Imp,Revised Edition,0.22,$0.22
39,8,Nevermore,Innistrad,0.74,$0.75
1,1,Nevinyrral's Disk,Revised Edition,1.95,$2.31
1,1,Nevinyrral's Disk,Fourth Edition,1.86,$2.72
1,1,Nevinyrral's Disk,Fourth Edition,1.86,$2.72
1,1,Nevinyrral's Disk,Fourth Edition,1.86,$2.72
1,1,Niall Silvain,The Dark,0.52,$0.50
7,7,Night // Day,Apocalypse,0,$0.18
1,1,Night of Souls' Betrayal,Champions of Kamigawa,10.71,$9.62
7,7,Night Soil,Fallen Empires,0,$0.16
7,7,Night Soil,Fallen Empires,0,$0.18
4,4,Night Soil,Fallen Empires,0,$0.18
67,8,Nighthowler,Theros,0.32,$0.29
7,7,Nightmare,Magic 2014 Core Set,0.3,$0.28
7,7,Nightmare,Magic 2015 Core Set,0.32,$0.32
8,8,Nightmare,Magic Origins,0,$0.44
4,4,Nightscape Apprentice,Invasion,0.17,$0.14
2,2,Nightscape Battlemage,Planeshift,0.21,$0.21
8,8,Nightscape Familiar,Planeshift,0.2,$0.21
13,8,Nightveil Specter,Gatecrash,0.92,$0.97
4,4,Nightwind Glider,Mercadian Masques,0.17,$0.14
2,2,Nimbus Maze,Future Sight,29,$29.14
52,8,Nissa's Renewal,Battle for Zendikar,0.7,$0.98
16,8,Nissa's Revelation,Magic Origins,0.39,$0.39
1,1,"Nissa, Voice of Zendikar",Oath of the Gatewatch,11.42,$12.26
1,1,"Nissa, Worldwaker",Magic 2015 Core Set,9.98,$10.25
10,8,"Niv-Mizzet, Dracogenius",Return to Ravnica,1.52,$1.55
62,8,Nivmagus Elemental,Return to Ravnica,0.44,$0.45
1,1,No Mercy,Urza's Legacy,10.66,$10.52
2,2,No Rest for the Wicked,Urza's Saga,0.24,$0.23
1,1,Noble Benefactor,Weatherlight,0.27,$0.26
2,2,Noble Hierarch,Modern Masters 2015 Edition,49.7,$49.27
2,2,Noble Purpose,Mercadian Masques,0.34,$0.43
4,4,Noble Stand,Nemesis,0.2,$0.21
4,4,Nomadic Elf,Invasion,0.17,$0.14
2,2,Norn's Annex,New Phyrexia,2.92,$3.04
1,1,Norritt,Ice Age,0.16,$0.16
35,8,Notion Thief,Dragon's Maze,0.74,$0.76
1,1,Nova Pentacle,Legends,5.12,$5.47
4,4,Noxious Vapors,Planeshift,0.2,$0.18
41,8,"Noyan Dar, Roil Shaper",Battle for Zendikar,0.36,$0.32
1,1,Null Rod,Weatherlight,31.41,$31.96
6,6,"Nykthos, Shrine to Nyx",Theros,6.57,$6.92
20,8,"Nylea, God of the Hunt",Theros,4.99,$4.94
4,4,Oasis,Fourth Edition,0.19,$0.19
25,8,Oath of Chandra,Oath of the Gatewatch,0.29,$0.29
29,8,Oath of Gideon,Oath of the Gatewatch,0.47,$0.53
25,8,Oath of Jace,Oath of the Gatewatch,0.57,$0.85
1,1,Oath of Mages,Exodus,0.34,$0.31
8,8,Oath of Nissa,Oath of the Gatewatch,2.96,$3.06
24,8,Oath of the Ancient Wood,Magic 2014 Core Set,0.28,$0.26
7,7,Ob Nixilis Reignited,Battle for Zendikar,6.14,$6.55
11,8,"Ob Nixilis, Unshackled",Magic 2015 Core Set,2.16,$2.08
1,1,Obelisk of Undoing,Chronicles,0.29,$0.25
10,8,Obelisk of Urd,Magic 2015 Core Set,2.42,$2.35
4,4,Obliterate,Invasion,3.27,$3.26
28,8,Oblivion Sower,Battle for Zendikar,1.82,$1.91
2,2,Oblivion Stone,Commander,26.18,$26.42
1,1,Oblivion Stone,Mirrodin,26.45,$26.88
2,2,"Oboro, Palace in the Clouds",Saviors of Kamigawa,21.34,$21.29
30,8,Obscuring Aether,Dragons of Tarkir,0,$0.33
2,2,Obsianus Golem,Revised Edition,0.18,$0.16
1,1,Obsianus Golem,Fourth Edition,0.19,$0.17
4,4,Obsidian Acolyte,Invasion,0.18,$0.19
54,8,Obzedat's Aid,Dragon's Maze,0.33,$0.33
3,3,"Obzedat, Ghost Council",Gatecrash,3.38,$3.71
7,7,"Odric, Lunarch Marshal",Shadows over Innistrad,0.57,$0.56
13,8,"Odric, Master Tactician",Magic 2013,1.58,$1.56
7,7,Off Balance,Nemesis,0.17,$0.14
10,8,Ogre Battledriver,Magic 2014 Core Set,0.28,$0.27
1,1,Ogre Shaman,Exodus,0.34,$0.30
31,8,Ogre Slumlord,Gatecrash,0.45,$0.47
1,1,Ogre Taskmaster,Mercadian Masques,0.19,$0.17
24,8,Ojutai Exemplars,Dragons of Tarkir,1.06,$1.11
21,8,Ojutai's Command,Dragons of Tarkir,1.79,$1.85
39,8,"Ojutai, Soul of Winter",Fate Reforged,0.35,$0.32
3,3,Olivia Voldaren,Innistrad,9.34,$10.49
4,4,"Olivia, Mobilized for War",Shadows over Innistrad,5.23,$5.45
10,8,Omen Machine,New Phyrexia,0.29,$0.29
22,8,"Omnath, Locus of Rage",Battle for Zendikar,1.6,$1.74
3,3,Onslaught,Exodus,0.17,$0.16
1,1,Onulet,Antiquities,0.36,$0.41
1,1,Onulet,Revised Edition,0.3,$0.29
50,8,Ooze Flux,Gatecrash,0.35,$0.32
3,3,Opal Caryatid,Urza's Saga,0.16,$0.14
3,3,Opal Champion,Urza's Legacy,0.17,$0.14
1,1,Opal Gargoyle,Urza's Saga,0.17,$0.14
1,1,Opal Titan,Urza's Saga,0.34,$0.31
1,1,Opportunity,Urza's Legacy,0.21,$0.20
4,4,Opt,Invasion,0.21,$0.21
16,8,Oracle of Bones,Born of the Gods,0.26,$0.24
1,1,Oracle's Attendants,Nemesis,0.31,$0.30
42,8,Oran-Rief Hydra,Battle for Zendikar,0.29,$0.30
4,4,Oraxid,Nemesis,0.17,$0.14
22,8,Orbs of Warding,Magic Origins,0.44,$0.48
4,4,Orc General,The Dark,0.19,$0.17
1,1,Orcish Artillery,Classic Sixth Edition,0.19,$0.20
6,6,Orcish Captain,Fallen Empires,0.2,$0.18
1,1,Orcish Farmer,Ice Age,0.16,$0.14
1,1,Orcish Librarian,Ice Age,0.31,$0.27
1,1,Orcish Lumberjack,Ice Age,0.17,$0.15
1,1,Orcish Mine,Homelands,0.2,$0.21
5,5,Orcish Oriflamme,Revised Edition,0.18,$0.16
1,1,Orcish Oriflamme,Fourth Edition,0.19,$0.19
6,6,Orcish Spy,Fallen Empires,0,$0.14
6,6,Orcish Spy,Fallen Empires,0,$0.17
6,6,Orcish Spy,Fallen Empires,0,$0.17
5,5,Orcish Veteran,Fallen Empires,0.17,$0.17
7,7,Orcish Veteran,Fallen Empires,0.17,$0.17
5,5,Orcish Veteran,Fallen Empires,0.17,$0.14
6,6,Orcish Veteran,Fallen Empires,0.17,$0.17
7,7,Order // Chaos,Apocalypse,0,$0.20
4,4,Order of Leitbur,Fallen Empires,0.2,$0.20
3,3,Order of Leitbur,Fallen Empires,0.2,$0.20
3,3,Order of Leitbur,Fallen Empires,0.2,$0.21
3,3,Order of the Ebon Hand,Fallen Empires,0.19,$0.19
8,8,Order of the Ebon Hand,Fallen Empires,0.19,$0.20
5,5,Order of the Ebon Hand,Fallen Empires,0.19,$0.19
1,1,Order of the White Shield,Ice Age,0.27,$0.25
2,2,Ordered Migration,Invasion,0.2,$0.18
2,2,Orgg,Fallen Empires,0.29,$0.25
4,4,Orim's Cure,Mercadian Masques,0.17,$0.14
4,4,Orim's Thunder,Apocalypse,0.18,$0.15
3,3,Orim's Touch,Invasion,0.17,$0.14
1,1,Ornithopter,Antiquities,1.86,$2.03
1,1,Ornithopter,Antiquities,1.86,$2.03
3,3,Ornithopter,Revised Edition,0.34,$0.32
1,1,Orzhov Pontiff,Guildpact,12.25,$12.18
1,1,Osai Vultures,Legends,0.19,$0.19
1,1,Ostracize,Urza's Legacy,0.17,$0.16
24,8,Otherworld Atlas,Avacyn Restored,0.46,$0.43
1,1,Oubliette,Arabian Nights,27.7,$28.48
3,3,Oubliette,Arabian Nights,27.7,$27.82
3,3,Outbreak,Prophecy,0.22,$0.22
41,8,Outland Colossus,Magic Origins,0.27,$0.26
36,8,Outpost Siege,Fate Reforged,0.65,$0.69
1,1,Overabundance,Invasion,0.35,$0.35
1,1,Overgrown Tomb,Return to Ravnica,8.65,$8.90
1,1,Overgrowth,Stronghold,0.25,$0.25
1,1,Overlaid Terrain,Nemesis,0.32,$0.30
4,4,Overload,Invasion,0.17,$0.14
3,3,Overrun,Tempest,0.3,$0.31
18,8,Overwhelming Denial,Oath of the Gatewatch,0.37,$0.35
2,2,Pacifism,Mirage,0.17,$0.16
1,1,Pacifism,Tempest,0.17,$0.17
1,1,Pacifism,Urza's Saga,0.17,$0.14
1,1,Pacifism,Classic Sixth Edition,0.17,$0.18
1,1,Pack Hunt,Nemesis,0.46,$0.46
12,8,Pack Rat,Return to Ravnica,1.93,$1.98
2,2,Pain // Suffering,Invasion,0,$0.20
26,8,Pain Seer,Born of the Gods,0.31,$0.31
1,1,Painful Memories,Classic Sixth Edition,0.14,$0.15
3,3,Painful Quandary,Scars of Mirrodin,2.78,$2.79
33,8,Painful Truths,Battle for Zendikar,0.72,$0.94
2,2,Painter's Servant,Shadowmoor,19.89,$20.19
34,8,Palace Siege,Fate Reforged,0.45,$0.46
3,3,Pale Moon,Nemesis,1.21,$1.22
3,3,Palinchron,Urza's Legacy,20.79,$20.88
57,8,Palisade Giant,Return to Ravnica,0.33,$0.30
1,1,Panacea,Mercadian Masques,0.19,$0.17
2,2,Pangosaur,Mercadian Masques,0.34,$0.33
5,5,Panic Attack,Prophecy,0.17,$0.14
1,1,Panther Warriors,Classic Sixth Edition,0.14,$0.14
8,8,Parallax Dementia,Nemesis,0.16,$0.14
1,1,Parallax Inhibitor,Nemesis,0.31,$0.31
2,2,Parallax Tide,Nemesis,0.85,$0.89
2,2,Parallax Wave,Nemesis,2.74,$2.81
1,1,Parallel Lives,Innistrad,7.24,$7.45
4,4,Paralyze,Revised Edition,0.15,$0.14
1,1,Parapet,Visions,0.17,$0.15
2,2,Parch,Urza's Legacy,0.17,$0.15
9,8,Part the Waterveil,Battle for Zendikar,3.95,$4.39
